1,0,0,0,0,201,0
2,45,0,0,0,211,0
3,46,0,0,0,200,0
4,46,0,0,0,224,0
5,46,0,0,0,187,0
6,46,0,0,0,188,0
7,47,0,0,0,212,0
8,47,0,0,0,185,0
9,47,1,17,0,205,0
10,47,1,0,0,195,0
11,48,0,0,0,209,0
12,48,0,2,0,225,0
13,49,0,0,0,194,0
14,49,0,0,0,212,0
15,49,0,0,0,184,0
16,50,1,0,0,227,0
17,50,0,0,0,193,0
18,50,0,13,0,198,0
19,50,0,0,0,194,0
20,51,1,0,0,194,0
21,51,0,0,0,197,0
22,51,0,0,0,188,0
23,52,0,1,0,210,0
24,52,0,0,0,188,0
25,52,0,0,0,201,0
26,53,0,13,0,189,0
27,53,0,0,0,200,0
28,53,0,0,0,206,0
29,54,0,0,0,207,0
30,54,0,23,0,200,0
31,54,0,0,0,202,0
32,55,0,0,0,222,0
33,55,0,0,0,215,0
34,55,0,0,0,212,0
35,56,0,0,0,218,0
36,56,0,0,0,183,0
37,56,0,0,0,189,0
38,57,0,0,0,199,0
39,57,0,0,0,193,0
40,57,0,0,0,217,0
41,58,0,0,0,204,0
42,58,0,0,0,219,0
43,58,0,0,0,221,0
44,59,0,0,0,218,0
45,59,0,0,0,213,0
46,59,0,2,0,200,0
47,60,0,2,0,194,0
48,60,0,0,0,191,0
49,60,1,0,0,211,0
50,61,0,1,0,216,0
51,61,0,0,0,206,0
52,61,0,0,0,216,0
53,62,0,0,0,202,0
54,62,1,0,0,210,0
55,62,0,0,0,209,0
56,63,0,0,0,176,0
57,63,0,0,0,207,0
58,63,0,0,0,199,0
59,64,1,0,0,207,0
60,64,1,0,0,204,0
61,64,1,23,0,212,0
62,65,0,0,0,188,0
63,65,0,0,0,235,0
64,65,0,0,0,218,0
65,66,1,40,0,207,0
66,66,0,0,0,195,0
67,66,1,19,0,177,0
68,67,0,0,0,185,0
69,67,0,3,0,193,0
70,67,1,21,0,186,0
71,68,0,0,0,221,0
72,68,2,39,0,225,0
73,68,0,0,0,188,0
74,69,0,0,0,185,0
75,69,0,0,0,212,0
76,70,0,0,0,205,0
77,70,1,25,0,193,0
78,70,0,12,0,196,0
79,71,0,0,0,220,0
80,71,0,10,0,190,0
81,71,0,0,0,215,0
82,72,0,0,0,203,0
83,72,0,0,0,220,0
84,73,0,0,0,210,0
85,73,1,16,0,207,0
86,73,1,7,0,210,0
87,74,1,40,0,226,0
88,74,0,0,0,218,0
89,74,0,16,0,208,0
90,75,1,0,0,172,0
91,75,0,0,0,192,0
92,75,1,23,0,174,0
93,75,0,0,0,190,0
94,76,1,0,0,216,0
95,76,0,0,0,196,0
96,76,0,4,0,203,0
97,77,1,25,0,209,0
98,77,1,7,0,209,0
99,77,0,0,0,186,0
100,79,1,85,0,1001,1
101,79,1,0,0,204,0
102,80,0,0,0,172,0
103,80,1,48,0,207,0
104,80,0,0,0,219,0
105,81,0,0,0,207,0
106,81,0,0,0,227,0
107,81,0,12,0,212,0
108,82,0,0,0,188,0
109,82,0,4,0,200,0
110,82,0,0,0,222,0
111,83,0,23,0,196,0
112,83,0,0,0,198,0
113,83,0,0,0,224,0
114,84,1,4,0,185,0
115,84,0,0,0,192,0
116,84,0,1,0,202,0
117,84,0,4,0,197,0
118,85,0,0,0,227,0
119,85,0,0,0,199,0
120,85,0,0,0,190,0
121,86,1,25,0,181,0
122,86,0,0,0,187,0
123,86,1,7,0,222,0
124,87,0,0,0,204,0
125,87,0,0,0,184,0
126,87,1,0,0,189,0
127,88,0,0,0,222,0
128,88,0,3,0,205,0
129,88,1,31,0,222,0
130,89,1,15,0,179,0
131,89,0,0,0,227,0
132,89,0,0,0,202,0
133,90,0,0,0,205,0
134,90,0,0,0,196,0
135,91,0,0,0,227,0
136,91,0,0,0,197,0
137,92,0,0,0,180,0
138,92,1,43,0,198,0
139,93,0,0,0,197,0
140,93,0,0,0,220,0
141,94,0,0,0,221,0
142,94,0,0,0,213,0
143,95,0,0,0,188,0
144,95,0,0,0,235,0
145,96,1,0,0,195,0
146,96,0,0,0,199,0
147,96,0,0,0,182,0
148,97,0,0,0,197,0
149,97,0,0,0,215,0
150,97,0,0,0,215,0
151,98,0,0,0,202,0
152,98,0,0,0,188,0
153,98,0,0,0,204,0
154,99,0,0,0,188,0
155,99,0,0,0,189,0
156,100,0,0,0,212,0
157,100,1,0,0,182,0
158,100,0,2,0,239,0
159,101,0,5,0,209,0
160,101,0,7,0,199,0
161,102,0,0,0,201,0
162,102,0,0,0,205,0
163,102,0,0,0,203,0
164,103,0,0,0,223,0
165,103,0,18,0,228,0
166,104,0,0,0,201,0
167,104,0,0,0,195,0
168,104,0,0,0,210,0
